Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Conventional Deadlift,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Conventional Deadlift,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Conventional Deadlift,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Chin Up,3,AMRAP,AMRAP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Seated Cable Row,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,7-8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Seated Cable Row,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Seated Cable Row,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Seated Cable Row,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Shoulder Press,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,7-8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Shoulder Press,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Shoulder Press,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Shoulder Press,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Bench Press,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,7-8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Bench Press,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Bench Press,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Bench Press,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Side Raise,3,Straight,12-15,12,15,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Side Raise,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Side Raise,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,DB Side Raise,3,Straight,8,8,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Barbell Curl,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Barbell Curl,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Barbell Curl,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Barbell Curl,3,Straight,6,6,6,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Tricep Extensions,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Tricep Extensions,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Tricep Extensions,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Tricep Extensions,3,Straight,6,6,6,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,BB hip thrust,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,BB hip thrust,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,BB hip thrust,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,BB hip thrust,3,Straight,6,6,6,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,N/A,Hanging Leg Raise,3,Straight,15-20,15,20,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 4,Thursday,Glute Accessory,Glute Abduction,3,Straight,15-20,15,20,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Barbell Lunge,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,7-8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Barbell Lunge,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Barbell Lunge,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Barbell Lunge,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Leg Extension,3,Straight,12-15,12,15,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Leg Extension,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Leg Extension,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Leg Extension,3,Straight,8,8,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Row,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,7-8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Row,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Row,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Row,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Incline DB Press,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,7-8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Incline DB Press,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Incline DB Press,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,8-9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Incline DB Press,3,Straight,5,5,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Face Pull,3,Straight,12-15,12,15,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Face Pull,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Face Pull,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Face Pull,3,Straight,8,8,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Curl,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Curl,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Curl,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,DB Curl,3,Straight,6,6,6,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Dips,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Dips,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Dips,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Dips,3,Straight,6,6,6,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Glute Bridge,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Glute Bridge,3,Straight,8-10,8,10,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Glute Bridge,3,Straight,6-8,6,8,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Glute Bridge,3,Straight,6,6,6,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Ab Rollout,3,Straight,15-20,15,20,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Seated Calf Raise,3,Straight,15-20,15,20,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Seated Calf Raise,3,Straight,12-15,12,15,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Seated Calf Raise,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,Seated Calf Raise,3,Straight,10,10,10,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,BB Calf Raise,3,Straight,15-20,15,20,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,BB Calf Raise,3,Straight,12-15,12,15,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,BB Calf Raise,3,Straight,10-12,10,12,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
Female Physique Template,N/A,8-week strength and hypertrophy program,8 weeks,Advanced,Standard Gym,5,Mesocycle 1,Weeks 1-8,1,Microcycle 1,Weeks 1-8,1,Day 5,Friday,N/A,BB Calf Raise,3,Straight,10,10,10,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A
