"Program Name","Program Arthur","Program Description","Program Short Description","Program Length","Program Level","Program Equipment","Days Per Week","Mesocycle Name","Mesocycle Description","Mesocycle Order","Microcycle Name","Microcycle Description","Microcycle Order","Workout Name","Workout Day","Workout Notes","Exercise Name","Exercise Order","Sets","Set Type","Target Repetitions","Target Min Repetitions","Target Max Repetitions","Target Weight (lbs)","Target Weight (kg)","Weight Increment (lbs)","Weight Increment (kg)","Target RPE","Target RIR","Percentage of 1RM","Progression Scheme ID","Advanced Exercise Sets"
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Neutral-Grip Lat Pull-Down",2,3,1,8,8,12,,,,,,"2, 1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Cable Upright Row",3,3,1,8,8,12,,,,,,"2, 1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Dumbbell Incline Biceps Curl",4,2,1,8,8,12,,,,,,"1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Cable Rope Overhead Triceps Extension",5,2,1,8,8,12,,,,,,"1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Leg Press",6,3,1,8,8,12,,,,,,"2, 1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Machine Seated Leg Curl",7,3,1,8,8,12,,,,,,"2, 1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Dumbbell Standing Calf Raise",8,2,1,8,8,12,,,,,,"1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 2 (Moderate)",2,,"Cable Kneeling Rope Crunch",9,2,1,8,8,12,,,,,,"1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 3 (Light)",3,,"Low Cable Fly",1,2,1,15,15,25,,,,,,"1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 3 (Light)",3,,"Cable Seated Row",2,2,1,15,15,25,,,,,,"1, 0",,,
"Strong & Sculpted","Brad Schoenfeld","“<p>The <b>Strong and Sculpted</b> fitness plan is for women who are serious about getting into peak condition. It harnesses the latest scientific evidence along with years of time-tested practical experience to help you sculpt the body you’ve always desired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions. Just tried-and-true training principles combined into a comprehensive program guaranteed to produce head-turning results.</p> <p>The scientific basis of the program is supported with references, often from research conducted in my lab. I encourage you to pull up the referenced studies and read through them at length. You’ll gain a greater appreciation for the whys of the program. That said, this is a training manual, not a textbook. I therefore have opted to write in a conversational style that presents scientific concepts in a reader-friendly manner; jargon is kept to a minimum. Where applicable, sidebars shed light on relevant topics.</p> <p>The program is integrated in stages based on training experience. The **break-in phase** is essentially a beginner routine (see chapter 7); the **basic training phase** is an intermediate-level routine (see chapter 8); and the **advanced body-sculpting phase** is for those who’ve spent a good amount of time lifting seriously (see chapter 9). The **peak physique phase** (see chapter 10) is intended to be selectively integrated into the advanced body-sculpting phase to achieve peak conditioning. A concept called **periodization** is employed to balance training and recovery, to help you optimize results while preventing the dreaded plateau.</p> <p>As opposed to other popular fitness plans, the Strong and Sculpted program takes a **total-body approach** to training. All too often, women gravitate to inner- and outer-thigh machines and ab devices at the exclusion of exercises for other important major muscle groups. This is usually done with the misguided hope of spot-reducing body fat (see the sidebar **Spot Reduction**). Suffice to say, it’s an ill-advised approach that will only lead you down the path to frustration. With the Strong and Sculpted program, you’ll systematically develop a base of muscle and attain neuromuscular control. Once you’ve developed this foundation, you’ll learn to employ more advanced body-sculpting techniques that ultimately allow you to focus on weak areas and achieve optimal shape and symmetry among your muscles.</p>”","“The Strong and Sculpted fitness plan is for women who are serious about gettinginto peak condition. It harnesses the latest scientific evidence along with yearsof time-tested practical experience to help you sculpt the body you’ve alwaysdesired. There are no gimmicky exercises, no unsubstantiated quick-fix solutions.Just tried-and-true training principles combined into a comprehensive programguaranteed to produce head-turning results.”","28 weeks","Intermediate, Advanced","Full Gym",,"Basic Training Phase","“The basic training phase is for those who either have completed the break-in phase or have some lifting experience but have been training for less than a year. This phase is essentially an extension of the break-in phase and is designed to further develop a sound structure to your physique. It’s an intermediate-level program that builds on what you’ve accomplished to help you transition to more advanced training practices.”",2,"Week 2",,6,"Day 3 (Light)",3,,"Machine Lateral Raise",3,2,1,15,15,25,,,,,,"1, 0",,,
