Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,4,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Wednesday, Friday",,Dumbbell chest press,4,,10,10,15,,,,,,"3, 3, 3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,4,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Wednesday, Friday",,Dumbbell single-arm row,4,,10,10,15,,,,,,"3, 3, 3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,4,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Wednesday, Friday",,Military press,4,,10,10,15,,,,,,"3, 3, 3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,4,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Wednesday, Friday",,Barbell back squat,4,,10,10,15,,,,,,"3, 3, 3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,4,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Wednesday, Friday",,Dumbbell lunge,4,,10,10,15,,,,,,"3, 3, 3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 3-4,,4,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Wednesday, Friday",,Dumbbell stiff-leg deadlift,4,,10,10,15,,,,,,"3, 3, 3, 2",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell chest press,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell single-arm row,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Military press,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Barbell back squat,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell lunge,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,5,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell stiff-leg deadlift,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,6,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell chest press,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,6,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell single-arm row,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,6,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Military press,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,6,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Barbell back squat,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,6,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell lunge,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,6,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell stiff-leg deadlift,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,7,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell chest press,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,7,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell single-arm row,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,7,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Military press,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,7,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Barbell back squat,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,7,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell lunge,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 5-7,,7,"Break-In Phase - Week 5-7 - Monday, Wednesday, Friday","Monday, Wednesday, Friday",,Dumbbell stiff-leg deadlift,4,,10,10,15,,,,,,"3, 2, 1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Thursday",,Dumbbell chest press,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Thursday",,Dumbbell single-arm row,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Thursday",,Military press,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Thursday",,Barbell back squat,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Thursday",,Dumbbell lunge,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Break-In Phase,,1,Week 8,,8,Break-In Phase - Week 4 - Deload (Monday/Thursday),"Monday, Thursday",,Dumbbell stiff-leg deadlift,2,,15,15,20,,,,,,4,,,
